id,Status,Collection,Item Type,Total Checkouts,Total Renewals,Call Number,BibIds
1484783,AVAILABLE,Teen Room,Y Fiction,20,9,YF Meye (paper),1227078
1485842,AVAILABLE,Kids Room,Books,9,8,JF Bake (paper),1242647
1485844,AVAILABLE,Kids Room,Books,3,4,JF Enri (paper),1014007
1486021,AVAILABLE,Kids Room,Books,18,8,EJF Burk (paper),1374640
1486135,AVAILABLE,Kids Room,Books,23,18,JF Vern (paper),1290314
1486138,AVAILABLE,Kids Room,Books,8,6,EJF Osbo (paper),1182526
1486204,CLMS RETD,Adult Collection,Adult Fiction,12,6,FIC Cobe (paper),1067916
1486292,AVAILABLE,Adult Collection,Adult Fiction,9,7,FIC King (paper),1199155
1486293,MISSING,Adult Collection,Adult Fiction,7,6,FIC King (paper),1199155
1486540,AVAILABLE,Kids Room,Books,17,9,EJF Osbo (paper),1188568
1486541,AVAILABLE,Kids Room,Books,16,3,EJF Osbo (paper),1182526
1486546,AVAILABLE,Adult Collection,Books,1,0,346.7565 Fami,1263691
1486604,AVAILABLE,Adult Collection,Books,23,12,032 Guin,1131457
1486718,AVAILABLE,Kids Room,Books,16,13,JF Rodk (paper),1373930
1486785,MISSING,Teen Room,Y Fiction,27,6,YF Cond (paper),1310619
1486786,AVAILABLE,Teen Room,Y Fiction,13,10,YF Dess (paper),1162872
1487032,AVAILABLE,Adult Collection,Adult Fiction,2,1,MYS Fran (paper),1022795
1487038,AVAILABLE,Adult Collection,Adult Fiction,3,2,MYS Fran (paper),1071558
1487123,AVAILABLE,Kids Room,Books,26,8,JSF McMa (paper),1321832
1488022,AVAILABLE,Kids Room,Books,18,17,JSF Hunt (paper),1356683
1488028,AVAILABLE,Kids Room,Books,13,7,JF Igna (paper),1322637
1488032,AVAILABLE,Kids Room,Books,21,13,JF DeVi (paper),1288719
1488033,AVAILABLE,Kids Room,Books,26,7,EJF Cove (paper),1336548
1488084,AVAILABLE,Adult Collection,Adult Fiction,4,0,SF Robi (paper),1119936
1488264,AVAILABLE,Kids Room,Books,13,5,JF Yee (paper),1228137
1488282,IN MENDING,Kids Room,Books,20,4,JSF Mull (paper),1271949
1488283,AVAILABLE,Kids Room,Books,8,5,JF Zieg (paper),1364562
1488384,AVAILABLE,Kids Room,Books,18,15,BBK Stei,1276583
1488423,AVAILABLE,Kids Room,Books,11,4,EJF Mass (paper),1364718
1488445,AVAILABLE,Kids Room,Books,19,17,JF Blum (paper),1201525
1488458,AVAILABLE,Kids Room,Books,15,10,JM American (paper),1238641
1489090,AVAILABLE,Kids Room,Books,22,12,JF McDo (paper),1173115
1489094,AVAILABLE,Kids Room,Books,37,9,JF Tars (paper),1400315
1489095,ON HOLDSHELF,Kids Room,Books,32,9,JF Tars (paper),1400315
1489096,AVAILABLE,Kids Room,Books,24,12,EJF Barr (paper),1237992
1489097,AVAILABLE,Kids Room,Books,11,9,JF Blum (paper),1072488
1489143,AVAILABLE,Kids Room,Books,9,10,EJF Henr,1385931
1489508,AVAILABLE,Adult Collection,Adult Fiction,34,6,FIC Chil (paper),1126847
1489781,AVAILABLE,Kids Room,Books,21,16,BBK Rock,1052113
1490589,AVAILABLE,Kids Room,Books,12,11,JSF Grat (paper),1367918
1490590,AVAILABLE,Kids Room,Books,11,11,JSF Grat (paper),1367918
1490591,AVAILABLE,Kids Room,Books,10,8,JSF Grat (paper),1367918
1490687,AVAILABLE,Adult Collection,Books,5,1,FIC TUCK,1366726
1490782,AVAILABLE,Adult Collection,Adult Fiction,5,4,FIC Coon (paper),1173744
1490802,AVAILABLE,Adult Collection,Books,1,2,920. 7209 Ant,1402054
1490818,AVAILABLE,Kids Room,Books,8,1,JF Arms (paper),1007107
1490819,AVAILABLE,Kids Room,Books,15,10,JF DiCa (paper),1168009
1490820,AVAILABLE,Kids Room,Books,0,0,JF SanS (paper),1210052
1490822,AVAILABLE,Kids Room,Books,25,19,JF Peir (paper),1331169
1491002,AVAILABLE,Kids Room,Books,37,8,JGN Telg (paper),1367975
1491003,AVAILABLE,Kids Room,Books,31,11,JGN Telg (paper),1367975
1491006,AVAILABLE,Kids Room,Books,33,11,JGN Mart (paper),1384072
1491007,AVAILABLE,Kids Room,Books,30,9,JGN Mart (paper),1384072
1491008,AVAILABLE,Kids Room,Books,30,7,JGN Mart (paper),1379798
1491027,AVAILABLE,Kids Room,Books,11,3,JF Erdr (paper),1151565
1491038,AVAILABLE,Kids Room,Books,5,2,JSF Pier (paper),1162455
1491044,AVAILABLE,Kids Room,Books,24,13,JF Dahl (paper),1010021
1491045,AVAILABLE,Kids Room,Books,24,16,JF Dahl (paper),1010030
1491046,AVAILABLE,Kids Room,Books,25,12,JF Dahl (paper),1010030
1491048,AVAILABLE,Kids Room,Books,6,4,JF Phil (paper),1281205
1491050,AVAILABLE,Kids Room,Books,10,3,JSF Wred (paper),1097131
1491051,AVAILABLE,Kids Room,Books,39,5,JGN Hunt (paper),1271887
1491053,AVAILABLE,Kids Room,Books,17,7,JSF Funk (paper),1211812
1491054,AVAILABLE,Kids Room,Books,14,8,JF Schm (paper),1316986
1491055,IN MENDING,Kids Room,Books,23,14,JF Buck (paper),1309016
1491056,AVAILABLE,Kids Room,Books,26,12,EJF DiCa (paper),1241901
1491057,AVAILABLE,Kids Room,Books,15,10,EJF Himm (paper),1370185
1491086,IN MENDING,Kids Room,Books,20,15,BBK Fox,1276335
1491087,AVAILABLE,Kids Room,Books,31,7,BBK Patr,1331326
1491108,AVAILABLE,Teen Room,Y Fiction,10,11,YF Dess (paper),1121994
1491131,AVAILABLE,Kids Room,Books,24,10,EJF Kirb (paper),1401995
1491133,AVAILABLE,Kids Room,Books,22,10,BBK Scan,1293994
1491276,AVAILABLE,Kids Room,Books,10,0,EJF Ryla (paper),1190248
1491302,AVAILABLE,Kids Room,Books,14,6,EJF Henr (paper),1400362
1491303,AVAILABLE,Kids Room,Books,13,7,EJF Henr (paper),1400362
1491477,AVAILABLE,Kids Room,Books,13,14,JF Schm (paper),1251801
1491737,AVAILABLE,Kids Room,Books,21,5,EJF Kirb (paper),1401988
1492351,AVAILABLE,Teen Room,Y Non-fiction,9,2,Y 328.7309 Lewi v.2,1373434
1492352,AVAILABLE,Teen Room,Y Non-fiction,13,3,Y 328.7309 Lewi v.3,1393732
1492353,AVAILABLE,Teen Room,Y Non-fiction,20,8,Y 328.7309 Lewi v.1,1355001
1492370,AVAILABLE,Adult Collection,Books,25,10,.,1168190
1492508,AVAILABLE,Kids Room,Books,19,12,JF McDo (paper),1215311
1492509,AVAILABLE,Kids Room,Books,21,11,JF McDo (paper),1215311
1492522,AVAILABLE,Kids Room,Books,11,7,EJF Roy (paper),1191756
1492526,AVAILABLE,Kids Room,Books,24,6,EJF Gutm (paper),1241868
1492527,AVAILABLE,Kids Room,Books,22,10,EJF Gutm (paper),1241868
1492530,AVAILABLE,Kids Room,Books,10,1,JF Bruc (paper),1175238
1492531,AVAILABLE,Kids Room,Books,8,3,JF Bruc (paper),1175238
1492532,AVAILABLE,Kids Room,Books,9,2,JF Bruc (paper),1175238
1492533,AVAILABLE,Kids Room,Books,12,11,EJF Brow (paper),1403347
1492540,AVAILABLE,Kids Room,Books,4,3,JF Sere (paper),1045961
1492613,AVAILABLE,Kids Room,Books,18,11,EJF Brow (paper),1403453
1492717,AVAILABLE,Kids Room,Books,15,13,BBK Hook,1187296
1493020,AVAILABLE,Adult Collection,Books,14,11,917.87 Yell,1443037
1493321,AVAILABLE,Kids Room,Books,19,15,PIC Numeroff,1311713
1493351,AVAILABLE,Kids Room,Books,22,15,BBK Blac,1236236
1493358,IN MENDING,Kids Room,Books,22,11,JF Dahl (paper),1010032
1493367,AVAILABLE,Kids Room,Books,20,5,JSF L'E (paper),1018320
1493368,LOST & PAID,Kids Room,Books,10,1,JSF L'E (paper),1018320
1493376,AVAILABLE,Kids Room,Books,13,5,JF Berk (paper),1364607
1493379,AVAILABLE,Kids Room,Books,21,3,JF Paul (paper),1055599
1493380,AVAILABLE,Kids Room,Books,15,11,JF Paul (paper),1055599
1493386,AVAILABLE,Kids Room,Books,6,3,JSF Dash (paper),1263891
1493392,AVAILABLE,Kids Room,Books,7,9,JSF Funk (paper),1271647
1493393,ON HOLDSHELF,Kids Room,Books,16,12,JF Ryan (paper),1212839
1493413,AVAILABLE,Adult Collection,Books,11,5,811 Silv,1005650
1493576,AVAILABLE,Adult Collection,Adult Fiction,5,4,FIC Clan (paper),1061468
1493605,AVAILABLE,Kids Room,Books,25,9,PIC Wells,1126724
1493866,CLMS RETD,Adult Collection,Adult Fiction,7,5,MYS Conn (paper),1081807
1493867,WITHDRAWN,Adult Collection,Adult Fiction,17,7,MYS Conn (paper),1081807
1494058,BILLED,Adult Collection,Adult Fiction,12,8,FIC King (paper),1026967
1494059,BILLED,Adult Collection,Adult Fiction,6,5,FIC King (paper),1026967
1494515,AVAILABLE,Kids Room,Books,18,17,EJF Dade (paper),1403276
1494516,AVAILABLE,Kids Room,Books,26,9,EJF Dade (paper),1403276
1494550,AVAILABLE,Kids Room,Books,17,12,BBK Will,1228401
1494552,AVAILABLE,Kids Room,Books,19,13,BBK Cous,1223903
1494557,AVAILABLE,Kids Room,Books,16,8,EJF Roy (paper),1157673
1494559,AVAILABLE,Kids Room,Books,21,11,JF Dahl (paper),1010022
1494564,AVAILABLE,Kids Room,Books,20,13,JSF DuPr (paper),1196235
1494565,LOST & PAID,Kids Room,Books,5,4,EJF Park (paper),1149468
1494566,AVAILABLE,Kids Room,Books,16,7,EJF Brow (paper),1148659
1494567,AVAILABLE,Kids Room,Books,11,10,EJF Brow (paper),1148659
1494568,AVAILABLE,Kids Room,Books,13,11,EJF Brow (paper),1126558
1494569,AVAILABLE,Kids Room,Books,11,8,EJF Brow (paper),1126558
1494570,AVAILABLE,Kids Room,Books,18,12,EJF Gutm (paper),1336678
1494571,BILLED,Kids Room,Books,16,5,EJF Roy (paper),1199647
1494572,AVAILABLE,Kids Room,Books,17,6,EJF Roy (paper),1199647
1494574,AVAILABLE,Kids Room,Books,18,11,JF Hiaa (paper),1186225
1494575,ON HOLDSHELF,Kids Room,Books,18,10,JF Just (paper),1114255
1494609,AVAILABLE,Teen Room,Y Non-fiction,17,3,Y 328.7309 Lewi v.1,1355001
1494610,AVAILABLE,Teen Room,Y Non-fiction,12,1,Y 328.7309 Lewi v.2,1373434
1494611,AVAILABLE,Teen Room,Y Non-fiction,10,7,Y 328.7309 Lewi v.3,1393732
1494699,AVAILABLE,Kids Room,Books,18,6,BBK Sis,1169360
1495467,AVAILABLE,Adult Collection,Adult Fiction,10,11,FIC Walk (paper),1032821
1495468,AVAILABLE,Adult Collection,Adult Fiction,11,10,FIC Walk (paper),1032821
1495596,IN MENDING,Kids Room,Books,22,8,EJF Roy (paper),1443909
1495597,AVAILABLE,Kids Room,Books,15,15,EJF Roy (paper),1443909
1495598,AVAILABLE,Kids Room,Books,16,10,EJF Roy (paper),1443909
1495829,AVAILABLE,Adult Collection,Adult Fiction,10,8,FIC Roll (paper),1385697
1495922,AVAILABLE,Adult Collection,Adult Fiction,10,5,MYS Evan (paper),1253425
1496118,AVAILABLE,Kids Room,Books,10,12,PIC Rosentha,1284760
1496120,AVAILABLE,Kids Room,Books,25,8,PIC Richards,1224039
1496121,AVAILABLE,Kids Room,Books,30,11,PIC Richards,1224039
1496125,AVAILABLE,Kids Room,Books,21,5,JF Drap (paper),1301541
1496127,AVAILABLE,Kids Room,Books,14,13,JSF Rex (paper),1259681
1496128,AVAILABLE,Kids Room,Books,15,5,JSF Rex (paper),1259681
1496131,AVAILABLE,Kids Room,Books,23,7,JSF Rior (paper),1322213
1496142,AVAILABLE,Kids Room,Books,5,2,EJF Grim (paper),1286574
1496143,AVAILABLE,Kids Room,Books,3,2,EJF Grim (paper),1286574
1496148,AVAILABLE,Kids Room,Books,12,3,JF Erdr (paper),1151565
1496149,AVAILABLE,Kids Room,Books,10,5,JF Erdr (paper),1151565
1496154,AVAILABLE,Kids Room,Books,11,2,JF Skye (paper),1347511
1496156,AVAILABLE,Kids Room,Books,19,8,JF Korm (paper),1253950
1496169,AVAILABLE,Kids Room,Books,10,9,JF Will (paper),1301111
1496170,AVAILABLE,Kids Room,Books,13,12,JF Will (paper),1301111
1496171,AVAILABLE,Kids Room,Books,10,7,JF Will (paper),1301111
1496172,AVAILABLE,Kids Room,Books,12,11,JF Will (paper),1301111
1496173,AVAILABLE,Kids Room,Books,20,8,JF Hiaa (paper),1186225
1496177,AVAILABLE,Kids Room,Books,5,6,EJF Brow (paper),1400117
1496178,AVAILABLE,Kids Room,Books,10,14,EJF Brow (paper),1381653
1496179,AVAILABLE,Kids Room,Books,5,3,EJF Brow (paper),1390182
1496183,LOST & PAID,Kids Room,Books,4,3,JF Schr (paper),1322574
1496191,AVAILABLE,Kids Room,Books,21,8,JF Lin (paper),1287736
1496192,IN MENDING,Kids Room,Books,13,9,JF Lin (paper),1287736
1496275,AVAILABLE,Kids Room,Books,8,4,EJF Brow (paper),1443835
1496276,AVAILABLE,Kids Room,Books,15,7,BBK Sis,1161099
1496499,AVAILABLE,Kids Room,Books,21,12,BBK Wils,1403237
1497137,AVAILABLE,Kids Room,Books,4,6,EJF Grim (paper),1310629
1497264,AVAILABLE,Kids Room,Books,16,8,JF Geor,1106269
1497267,AVAILABLE,Kids Room,Books,4,0,EJF Came (paper),1014205
1497268,AVAILABLE,Kids Room,Books,9,5,JF Stin (paper),1277593
1497270,AVAILABLE,Kids Room,Books,11,6,EJF Brow (paper),1322778
1497273,AVAILABLE,Kids Room,Books,8,5,JF Holm (paper),1305828
1497274,AVAILABLE,Kids Room,Books,6,8,JF Pear (paper),1100834
1497332,AVAILABLE,Teen Room,Y Fiction,17,4,YF Ness (paper),1322057
1497368,AVAILABLE,Kids Room,Books,26,3,JSF McMa (paper),1355578
1497369,AVAILABLE,Kids Room,Books,18,5,JM Cham (paper),1378665
1497370,AVAILABLE,Kids Room,Books,15,9,JSF McMa (paper),1368973
1497378,AVAILABLE,Kids Room,Books,9,7,JSF Geor (paper),1387242
1497503,AVAILABLE,Kids Room,Books,2,2,JSF Dill (paper),1387285
1497694,AVAILABLE,Kids Room,Books,20,8,JF Dahl (paper),1186066
1497833,LOST & PAID,Teen Room,Y Fiction,3,3,YF Ness (paper),1322057
1497982,AVAILABLE,Adult Collection,Books,14,10,616 Gawa,1250152
1498259,AVAILABLE,Kids Room,Books,21,7,JSF L'E (paper),1018320
1498263,IN MENDING,Kids Room,Books,12,4,JF Hunt (paper),1372259
1498264,AVAILABLE,Kids Room,Books,6,6,JSF Gidw (paper),1357631
1498265,AVAILABLE,Kids Room,Books,20,6,BBK Weil,1393041
1498266,AVAILABLE,Kids Room,Books,22,6,BBK Gehl,1387304
1498908,IN MENDING,Adult Collection,Books,0,0,912 Rand,1003661
1499066,AVAILABLE,Kids Room,Books,17,2,EJF Dade (paper),1446067
1499067,AVAILABLE,Kids Room,Books,18,8,EJF Dade (paper),1446067
1499107,AVAILABLE,Kids Room,Books,4,3,JM Dowd (paper),1262952
1499113,AVAILABLE,Kids Room,Books,15,11,JSF Niel (paper),1331323
1499121,IN MENDING,Kids Room,Books,13,6,JSF Hunt (paper),1203207
1499127,AVAILABLE,Kids Room,Books,17,5,JF Korm (paper),1253950
1499139,AVAILABLE,Kids Room,Books,5,4,JM Van (paper),1141252
1499309,AVAILABLE,Kids Room,Books,12,5,EJF Bark (paper),1443908
1499310,AVAILABLE,Kids Room,Books,11,11,EJF Bark (paper),1443908
1499535,AVAILABLE,Kids Room,Books,11,4,EJF McAn (paper),1446126
1499943,AVAILABLE,Kids Room,Books,9,5,EJF Brez (paper),1314673
1499947,AVAILABLE,Kids Room,Books,3,2,EJF Warn (paper),1356531
1499957,AVAILABLE,Kids Room,Books,8,2,EJF Adde (paper),1348343
1499961,AVAILABLE,Kids Room,Books,12,12,JF Dahl (paper),1186066
1499973,AVAILABLE,Kids Room,Books,19,4,JSF Gibb (paper),1367979
1500115,AVAILABLE,Adult Collection,Adult Fiction,8,5,FIC Gaim (paper),1227574
1500148,AVAILABLE,Adult Collection,Adult Fiction,16,7,SF Pull,1117451
1500190,AVAILABLE,Kids Room,Books,15,15,JF Pilk (paper),1131367
1500191,AVAILABLE,Kids Room,Books,5,3,JF Look (paper),1348325
1500206,AVAILABLE,Kids Room,Books,6,12,JF Penn (paper),1306398
1500207,LOST & PAID,Kids Room,Books,6,3,JF Penn (paper),1249843
1500210,AVAILABLE,Kids Room,Books,11,0,JF Spin (paper),1122095
1500211,AVAILABLE,Kids Room,Books,5,2,JF Skye (paper),1347511
1500220,AVAILABLE,Kids Room,Books,12,8,JF Blum (paper),1188207
1500222,AVAILABLE,Kids Room,Books,12,3,JSF Mull (paper),1271949
1500224,AVAILABLE,Kids Room,Books,16,8,JF Dahl (paper),1010025
1500229,AVAILABLE,Kids Room,Books,14,12,JF Tars (paper),1337454
1500230,AVAILABLE,Kids Room,Books,25,5,JF Tars (paper),1384145
1500232,AVAILABLE,Kids Room,Books,21,7,JF Tars (paper),1384794
1500235,AVAILABLE,Kids Room,Books,23,6,JF Tars (paper),1400315
1500236,AVAILABLE,Kids Room,Books,18,7,JF Tars (paper),1308263
1500237,AVAILABLE,Kids Room,Books,22,7,JF Tars (paper),1337455
1500240,AVAILABLE,Kids Room,Books,24,4,JF Tars (paper),1337398
1500244,AVAILABLE,Kids Room,Books,21,3,JSF Colf (paper),1338316
1500246,AVAILABLE,Kids Room,Books,7,1,JF Spin (paper),1183502
1500254,AVAILABLE,Kids Room,Books,15,10,JF Buck (paper),1322861
1500258,AVAILABLE,Kids Room,Books,16,5,JF Bird (paper),1265584
1500261,MISSING,Kids Room,Books,9,7,JM Gibb (paper),1364551
1500267,IN MENDING,Kids Room,Books,15,9,JF Hiaa (paper),1282404
1500270,AVAILABLE,Kids Room,Books,21,5,JF Gibbs (paper),1331449
1500272,AVAILABLE,Kids Room,Books,17,11,JF Gibb (paper),1352693
1500280,AVAILABLE,Kids Room,Books,17,5,JF Tars (paper),1311851
1500282,AVAILABLE,Kids Room,Books,13,7,JF Park (paper),1167720
1500592,BILLED,Kids Room,Books,1,1,EJF Warn (paper),1318471
1500763,AVAILABLE,Kids Room,Books,13,8,JM Warn (paper),1076350
1500775,AVAILABLE,Kids Room,Books,15,9,JF Clea (paper),1017622
1500778,ON HOLDSHELF,Kids Room,Books,13,10,JF Whit (paper),1049910
1500781,AVAILABLE,Kids Room,Books,17,5,EJF Osbo (paper),1149255
1500798,AVAILABLE,Kids Room,Books,7,1,J 323.448 Kyi,1444688
1500821,AVAILABLE,Teen Room,Y Fiction,20,3,YF Gree (paper),1220051
1500836,AVAILABLE,Kids Room,CHC CD Audiobook,12,5,JCD PIC Shannon,1318513
1501255,AVAILABLE,Kids Room,Books,11,5,EJF Chab (paper),1385457
1501256,ON HOLDSHELF,Kids Room,Books,16,5,EJF Chab (paper),1393253
1501257,AVAILABLE,Kids Room,Books,16,7,EJF Chab (paper),1401996
1501259,AVAILABLE,Kids Room,Books,14,6,JSF McMa (paper),1382802
1501260,AVAILABLE,Kids Room,Books,9,8,JF Ryan (paper),1212839
1501278,AVAILABLE,Kids Room,Books,18,9,JGN Mart (paper),1384072
1501478,AVAILABLE,Kids Room,Books,11,9,EJF Barr (paper),1308991
1501479,AVAILABLE,Kids Room,Books,17,6,EJF Barr (paper),1326890
1501480,AVAILABLE,Kids Room,Books,18,7,EJF Barr (paper),1356577
1501481,AVAILABLE,Kids Room,Books,13,7,EJF Barr (paper),1291824
1501482,AVAILABLE,Kids Room,Books,13,4,EJF Barr (paper),1339779
1501483,AVAILABLE,Kids Room,Books,10,4,EJF Barr (paper),1274620
1501504,ON HOLDSHELF,Kids Room,Books,7,3,PIC Neuschwa,1296821
1501519,AVAILABLE,Kids Room,Books,3,3,PIC Munsch,1175938
1501596,AVAILABLE,Kids Room,Books,9,3,JF Rue (paper),1446672
1501598,AVAILABLE,Kids Room,Books,2,2,JF Leav (paper),1385452
1501603,AVAILABLE,Kids Room,Books,14,8,JF Lin (paper),1327520
1501605,AVAILABLE,Kids Room,Books,7,4,JF Trav (paper),1174838
1501607,AVAILABLE,Kids Room,Books,12,9,JF Whit (paper),1049910
1501609,AVAILABLE,Kids Room,Books,3,2,JF Mon (paper),1159902
1501611,AVAILABLE,Kids Room,Books,3,1,JF Mon (paper),1159903
1501614,AVAILABLE,Kids Room,Books,11,8,JF Mon (paper),1113444
1501726,AVAILABLE,Kids Room,Books,18,4,JSF McMa (paper),1338163
1501727,AVAILABLE,Kids Room,Books,14,4,JSF McMa (paper),1382026
1501728,AVAILABLE,Kids Room,Books,9,7,JSF McMa (paper),1382802
1501729,IN MENDING,Kids Room,Books,13,6,JSF McMa (paper),1397308
1501730,AVAILABLE,Kids Room,Books,12,5,JSF McMa (paper),1368973
1501733,AVAILABLE,Kids Room,Books,18,5,JSF Suth (paper),1347894
1501734,AVAILABLE,Kids Room,Books,19,5,JSF Suth (paper),1347894
1501735,AVAILABLE,Kids Room,Books,22,2,JSF Suth (paper),1355567
1501736,AVAILABLE,Kids Room,Books,23,4,JSF Suth (paper),1373122
1501738,AVAILABLE,Kids Room,Books,22,3,JSF Suth (paper),1365350
1501739,AVAILABLE,Kids Room,Books,19,6,JSF Suth (paper),1385404
1501740,AVAILABLE,Kids Room,Books,20,1,JSF Suth (paper),1378723
1501748,AVAILABLE,Kids Room,Books,16,3,JF Mass (paper),1322437
1501749,AVAILABLE,Kids Room,Books,7,2,JM Warn (paper),1400124
1501750,AVAILABLE,Kids Room,Books,9,3,JM Warn (paper),1400122
1501753,ON HOLDSHELF,Kids Room,Books,18,7,JSF L'E (paper),1018320
1501754,AVAILABLE,Kids Room,Books,12,4,JF Hors (paper),1285719
1501780,AVAILABLE,Kids Room,Books,13,10,JM Warn (paper),1105746
1501781,AVAILABLE,Kids Room,Books,15,3,JM Warn (paper),1076345
1501782,AVAILABLE,Kids Room,Books,13,4,JM Warn (paper),1209316
1501783,AVAILABLE,Kids Room,Books,13,11,JM Warn (paper),1105725
1501784,AVAILABLE,Kids Room,Books,16,2,JM Warn (paper),1105730
1501785,AVAILABLE,Kids Room,Books,14,2,JM Warn (paper),1105838
1501786,AVAILABLE,Kids Room,Books,17,4,JM Warn (paper),1105839
1502394,AVAILABLE,Kids Room,Books,11,6,JF Rue (paper),1447216
1502543,AVAILABLE,Kids Room,Books,14,5,JF Burn (paper),1447069
1502901,AVAILABLE,Adult Collection,Adult Fiction,3,2,FIC Marg (paper),1094128
1503037,AVAILABLE,Kids Room,Books,2,1,JB Satie,1448434
1503120,AVAILABLE,Adult Collection,Adult CD Audiobook,6,5,CD FIC Foll vol.1,1277852
1503130,AVAILABLE,Adult Collection,Book kits Adult,8,1,Book kit 159,1445923
1503142,AVAILABLE,Adult Collection,Adult Fiction,2,0,FIC Grip (paper),1233114
1503163,AVAILABLE,Teen Room,Y Fiction,7,8,YF Bloo (paper),1137861
1503164,AVAILABLE,Teen Room,Y Fiction,8,5,YF Bloo (paper),1137861
1503168,LOST & PAID,Teen Room,Y Fiction,5,12,YF Mago (paper),1096006
1503169,AVAILABLE,Teen Room,Y Fiction,7,6,YF Mago (paper),1096006
1503170,AVAILABLE,Teen Room,Y Fiction,10,6,YF Scot (paper),1251912
1503172,AVAILABLE,Teen Room,Y Fiction,8,6,YF Schm (paper),1326824
1503173,AVAILABLE,Teen Room,Y Fiction,6,7,YF Schm (paper),1326824
1503299,ON HOLDSHELF,Adult Collection,Equipment,37,12,DML Kit 16 (Recorder),1448446
1503303,ON HOLDSHELF,Adult Collection,Equipment,24,19,DML Kit 17 (Recorder),1448446
1503306,AVAILABLE,Adult Collection,Equipment,18,12,DML Kit 19 (Shotgun Mic),1448448
1503307,ON HOLDSHELF,Adult Collection,Equipment,34,25,DML Kit 18 (Shotgun Mic),1448448
1503449,AVAILABLE,Kids Room,Books,6,5,JSF Clay (paper),1284826
1503598,AVAILABLE,Kids Room,Books,7,9,JF Colf (paper),1261058
1503599,AVAILABLE,Kids Room,Books,6,8,JF Colf (paper),1261058
1503600,AVAILABLE,Kids Room,Books,6,8,JF Colf (paper),1261058
1503601,AVAILABLE,Kids Room,Books,5,4,JF Colf (paper),1261058
1503603,AVAILABLE,Kids Room,Books,9,6,JF Ersk (paper),1302679
1503604,AVAILABLE,Kids Room,Books,9,10,JF Geor (paper),1106269
1503605,AVAILABLE,Kids Room,Books,11,9,JF Geor (paper),1106269
1503606,AVAILABLE,Kids Room,Books,8,6,JF Koni (paper),1017886
1503635,AVAILABLE,Kids Room,Books,12,10,JF Lin (paper),1340481
1503636,AVAILABLE,Kids Room,Books,14,8,JF Lin (paper),1340481
1503641,AVAILABLE,Kids Room,Books,13,5,JF Appl (paper),1257557
1503642,AVAILABLE,Kids Room,Books,14,6,JF Appl (paper),1257557
1503643,AVAILABLE,Kids Room,Books,5,8,JF Flor (paper),1310169
1503644,AVAILABLE,Kids Room,Books,9,8,JF Flor (paper),1310169
1503645,AVAILABLE,Kids Room,Books,8,1,JF Flor (paper),1310169
1503646,AVAILABLE,Kids Room,Books,6,3,JF Flor (paper),1310169
1503647,AVAILABLE,Kids Room,Books,15,6,JF Mass (paper),1282929
1503648,AVAILABLE,Kids Room,Books,2,0,JF Bara (paper),1281127
1503649,AVAILABLE,Kids Room,Books,11,3,JF Stin (paper),1373767
1503650,AVAILABLE,Kids Room,Books,7,1,JF Stin (paper),1347482
1503651,AVAILABLE,Kids Room,Books,18,9,JF Stil (paper),1317513
1503652,AVAILABLE,Kids Room,Books,14,11,JF Stil (paper),1337544
1503653,AVAILABLE,Kids Room,Books,22,3,JF Stil (paper),1365534
1503654,AVAILABLE,Kids Room,Books,19,8,JF Still (paper),1365534
1503655,AVAILABLE,Kids Room,Books,7,5,JF Clea (paper),1017629
1503656,AVAILABLE,Kids Room,Books,7,4,JF Holu (paper),1331181
1503657,AVAILABLE,Kids Room,Books,7,1,JF Holu (paper),1330427
1503658,AVAILABLE,Kids Room,Books,8,2,JF Holu (paper),1330427
1503659,AVAILABLE,Kids Room,Books,20,8,JF Drap (paper),1301541
1503664,AVAILABLE,Kids Room,Books,12,7,JF Lin (paper),1340481
1503671,AVAILABLE,Kids Room,Books,1,0,JSF Cata (paper),1314916
1503675,AVAILABLE,Kids Room,Books,16,13,JSF Hunt (paper),1226209
1503676,AVAILABLE,Kids Room,Books,7,11,JSF Funk (paper),1200728
1503680,AVAILABLE,Kids Room,Books,8,9,JSF Blac (paper),1367911
1503844,AVAILABLE,Adult Collection,Adult CD Audiobook,11,6,CD 011.73 Fear,1392314
1503847,AVAILABLE,Adult Collection,Adult CD Audiobook,11,4,CD 011.73 Fear,1392314
1503849,AVAILABLE,Adult Collection,Adult CD Audiobook,6,3,CD 011.73 Fear,1392314
1504064,AVAILABLE,Kids Room,Books,1,4,JF Peyt (paper),1448601
1504076,AVAILABLE,Kids Room,Books,14,6,JSF Rior (paper),1249131
1504077,AVAILABLE,Kids Room,Books,11,10,JSF D'Lac (paper),1240244
1504078,AVAILABLE,Kids Room,Books,20,5,JSF Hunt (paper),1251215
1504079,AVAILABLE,Kids Room,Books,11,9,JF Dahl (paper),1010021
1504080,AVAILABLE,Kids Room,Books,12,10,JF Sach (paper),1132633
1504081,AVAILABLE,Kids Room,Books,15,11,JF Dahl (paper),1186066
1504090,AVAILABLE,Kids Room,Books,13,3,JF Clea (paper),1017353
1504091,AVAILABLE,Kids Room,Books,14,4,JF Mass (paper),1192994
1504092,AVAILABLE,Kids Room,Books,5,1,JF Bruc (paper),1218087
1504104,AVAILABLE,Kids Room,Books,10,9,JSF Levi (paper),1128903
1504107,AVAILABLE,Kids Room,Books,12,3,EJF Roy (paper),1172987
