id,Status,Collection,Item Type,Total Checkouts,Total Renewals,Call Number,BibIds
1001540,AVAILABLE,Adult Collection,Books,81,28,917.56 Chap,1001512
1001541,AVAILABLE,Adult Collection,Books,152,40,917.56 Cha,1001512
1001554,AVAILABLE,Adult Collection,Books,114,32,917.56 Cor,1001524
1004823,AVAILABLE,Kids Room,Books,92,51,J 970.4 Wetm,1004723
1012321,AVAILABLE,Adult Collection,Books,142,45,970.1 Rig,1011754
1012405,AVAILABLE,Kids Room,Books,72,17,J 398.2 DeP,1011831
1014389,AVAILABLE,Kids Room,Books,70,15,JM B,1013586
1023403,AVAILABLE,Kids Room,Books,104,47,JB Fritz,1021597
1024295,AVAILABLE,Adult Collection,Adult Fiction,116,47,FIC Alc,1009795
1026899,AVAILABLE,Adult Collection,Adult Fiction,187,32,MYS Alli,1024989
1045130,AVAILABLE,Adult Collection,Books,88,34,575.01 Goul,1042549
1047877,AVAILABLE,Adult Collection,Books,37,13,814.008 Bes,1045212
1052404,AVAILABLE,Kids Room,Books,333,86,PIC Yol,1049376
1052719,AVAILABLE,Kids Room,Books,170,42,PIC Zol,1049670
1057031,AVAILABLE,Adult Collection,Books,67,18,917.56 Sch,1053884
1062362,AVAILABLE,Adult Collection,Books,29,10,398 Fox,1059215
1069267,AVAILABLE,Kids Room,Books,139,36,JF Will,1050089
1069916,AVAILABLE,Kids Room,Easter,81,14,BBK Hil,1050199
1071269,AVAILABLE,Kids Room,Christmas items,36,5,J 783.6 Chr,1003980
1071271,AVAILABLE,Kids Room,Christmas items,81,20,J 783 Sim,1037184
1071274,AVAILABLE,Kids Room,Books,46,9,J 745.6 Fis,1009600
1071585,AVAILABLE,Kids Room,Books,109,40,J 975.6 Youn,1005428
1071733,AVAILABLE,Kids Room,Books,56,18,J 398.4 Sin,1032935
1072367,AVAILABLE,Kids Room,Books,114,34,J 811.008 Oxf,1006047
1074332,AVAILABLE,Kids Room,Books,103,28,J 398.2 Whe,1038077
1074430,AVAILABLE,Kids Room,Books,161,34,PIC Vin,1064063
1074744,AVAILABLE,Kids Room,Books,152,70,JF Voi,1047758
1076149,AVAILABLE,Kids Room,Halloween,53,10,PIC Ner,1064173
1076154,AVAILABLE,Kids Room,Easter,61,8,J 394.2 G,1063451
1077369,AVAILABLE,Adult Collection,Books,28,6,808.51|bVan,1005017
1077397,AVAILABLE,Adult Collection,Books,41,13,031.02|bHow,1044416
1079110,WITHDRAWN,Adult Collection,Books,45,10,513.5|bIfr,1041613
1081941,AVAILABLE,Kids Room,Books,150,35,J 398.2 G,1068556
1087940,AVAILABLE,Kids Room,Books,168,61,JF Voi,1047754
1088518,AVAILABLE,Adult Collection,Books,163,56,SF Le,1018261
1088520,AVAILABLE,Adult Collection,Books,142,33,SF Le,1018268
1093256,AVAILABLE,Kids Room,Christmas items,214,41,JF American,1075822
1099683,AVAILABLE,Adult Collection,Books,92,36,720.9756 Car,1043332
1105684,AVAILABLE,Kids Room,Books,131,65,J 372.6 Hey,1084609
1114438,AVAILABLE,Kids Room,Books,41,8,J 398.2 H,1091380
1116509,AVAILABLE,Adult Collection,Books,32,4,796.48 Con,1096523
1116604,STORYTIME USE,Kids Room,not in use,30,0,CS JCASS,1083825
1118515,AVAILABLE,Kids Room,Thanksgiving,54,4,J 394.2 Gib,1050005
1118536,AVAILABLE,Kids Room,Thanksgiving,31,5,J 394.2 Bar,1050765
1119164,AVAILABLE,Kids Room,Books,162,64,J 912 Har,1096959
1121258,AVAILABLE,Adult Collection,Books,49,8,398.9 Fle,1100026
1121575,AVAILABLE,Adult Collection,Books,82,17,781.6603 Har,1099267
1122260,AVAILABLE,Teen Room,Y Fiction,99,37,YF Ste,1028692
1122723,AVAILABLE,Kids Room,Books,205,54,PIC W,1087247
1123511,AVAILABLE,Kids Room,Books,80,15,J 398.2 D,1011842
1123545,AVAILABLE,Adult Collection,Books,97,41,693 Wil,1043137
1123767,AVAILABLE,Adult Collection,Books,72,15,736 Mur,1000328
1124613,AVAILABLE,Kids Room,Books,286,63,PIC Z,1049607
1126764,AVAILABLE,Kids Room,Books,327,85,PIC Hoban,1050298
1128525,AVAILABLE,Kids Room,Books,215,31,PIC Kel,1051817
1128963,AVAILABLE,Kids Room,Books,201,40,PIC Pil,1086570
1129022,AVAILABLE,Kids Room,Books,143,26,PIC Mar,1083363
1129108,AVAILABLE,Kids Room,Books,101,22,PIC Day,1084483
1129226,AVAILABLE,Kids Room,Books,122,23,PIC Van,1087127
1129256,AVAILABLE,Kids Room,Books,118,23,PIC Joy,1084666
1129264,AVAILABLE,Kids Room,Books,234,59,PIC Ste,1086587
1129270,AVAILABLE,Kids Room,Books,102,17,PIC Ayl,1084641
1129286,AVAILABLE,Kids Room,Books,105,20,PIC Ros,1083217
1129302,IN MENDING,Kids Room,Books,159,48,PIC Joo,1080192
1129313,AVAILABLE,Kids Room,Books,147,21,PIC Sch,1083233
1129314,AVAILABLE,Kids Room,Books,125,18,PIC Nei,1086562
1129338,AVAILABLE,Kids Room,Books,102,23,PIC McD,1083232
1129345,MISSING,Kids Room,Books,171,41,PIC Joo,1080192
1129379,AVAILABLE,Kids Room,Books,139,27,PIC Sau,1080386
1129395,AVAILABLE,Kids Room,Books,160,30,PIC Wad,1081910
1129956,AVAILABLE,Kids Room,Books,143,31,PIC Neu,1046442
1129957,AVAILABLE,Kids Room,Books,140,21,PIC Sto,1078935
1129987,AVAILABLE,Adult Collection,Books,135,34,SF Le,1018268
1130188,AVAILABLE,Kids Room,Books,127,42,PIC Mul,1082308
1130205,AVAILABLE,Kids Room,Books,79,28,PIC Par,1086568
1130345,AVAILABLE,Kids Room,Books,144,28,PIC O,1076119
1131803,AVAILABLE,Kids Room,Books,167,44,JM War,1049801
1131928,AVAILABLE,Kids Room,Books,89,33,J 973.2 Kalm,1096948
1132549,AVAILABLE,Kids Room,Books,234,62,JM Sob,1046537
1134977,AVAILABLE,Kids Room,Books,197,98,JF Tayl,1047609
1135553,AVAILABLE,Adult Collection,Books,39,7,745.1 Com,1045363
1136366,AVAILABLE,Kids Room,Books,64,12,PIC Rice,1051135
1138361,AVAILABLE,Kids Room,Books,78,37,JF Fie,1014174
1139346,STORYTIME USE,Kids Room,Books,144,31,PIC Oxe,1107672
1139731,OUT OF CIRC.,Kids Room,CHC CD music,49,0,CS JCD,1108455
1140318,AVAILABLE,Kids Room,Halloween,52,8,ER Koon,1105905
1142215,AVAILABLE,Kids Room,Books,125,41,JF Geo,1109835
1142917,AVAILABLE,Kids Room,Halloween,94,19,J 745.59 Ros,1110246
1142918,AVAILABLE,Kids Room,Halloween,81,18,J 745.59 Ros,1110246
1143791,AVAILABLE,Adult Collection,Books,153,39,8ll Sil,1005650
1145078,AVAILABLE,Kids Room,Books,118,39,JF Cle,1079545
1145514,AVAILABLE,Kids Room,Christmas items,36,4,PIC Dev,1038923
1148075,REFERENCE,Kids Room,Non-circulating,0,0,R J 810.9975 Wal 1981,1052755
1148078,REFERENCE,Kids Room,Non-circulating,0,0,R J 975.6101 Qui,1059576
1150108,AVAILABLE,Kids Room,Books,49,16,JF Nai,1049056
1150314,IN MENDING,Adult Collection,Books,16,9,463.21 Gar,1112326
1152315,AVAILABLE,Adult Collection,Books,40,10,796.8 Cor,1116774
1154957,AVAILABLE,Adult Collection,Adult Fiction,249,89,SF Pull,1117451
1155759,AVAILABLE,Kids Room,Books,60,26,J 641.5 Web,1119090
1156620,AVAILABLE,Kids Room,Books,58,21,J 912 Bro,1097798
1157322,AVAILABLE,Adult Collection,Books,55,19,720.9756 Car,1043332
1159388,AVAILABLE,Kids Room,Books,239,70,J 811.54 Sil,1120954
1162025,AVAILABLE,Kids Room Display,Books,159,38,PIC Pot,1050580
1163070,AVAILABLE,Adult Collection,Books,14,3,025.524 New,1087483
1166944,AVAILABLE,Adult Collection,Books,47,12,629.222 Ber,1110272
1168312,AVAILABLE,Kids Room,Books,82,19,PIC Mar,1067317
1169386,AVAILABLE,Kids Room,Books,36,15,PIC Lev,1015154
1169743,STORYTIME USE,Kids Room,not in use,2,0,CS JCASS,1129310
1170351,STORYTIME USE,Kids Room,not in use,0,0,CS JCASS,1129318
1173597,AVAILABLE,Kids Room,Books,80,12,PIC Poydar,1131386
1174134,AVAILABLE,Kids Room,Books,111,34,PIC Nes,1046428
1174338,AVAILABLE,Kids Room,Books,191,54,PIC Yolen,1049376
1174990,STORYTIME USE,Kids Room,not in use,10,0,CS JCASS,1133568
1176662,AVAILABLE,Kids Room,Books,110,48,JF Voi,1047754
1180933,AVAILABLE,Kids Room,Books,35,9,J 398.2 Gald (paper),1012028
1180934,AVAILABLE,Kids Room,Books,28,9,J 398.2 Gald (paper),1012028
1180960,AVAILABLE,Kids Room,Books,233,63,J 811.54 Sil,1120954
1181131,AVAILABLE,Kids Room,Books,71,28,J 595.429 Merr,1138135
1183973,AVAILABLE,Kids Room,Books,106,30,J 636.8 Laub,1140053
1184127,AVAILABLE,Kids Room,Thanksgiving,47,8,J 745.594 Ros,1139515
1184363,AVAILABLE,Kids Room,Thanksgiving,28,5,J 745.594 Ros,1139515
1184364,AVAILABLE,Kids Room,Thanksgiving,30,4,J 745.594 Ros,1139515
1185767,AVAILABLE,Adult Collection,Books,76,20,709.04 Arn,1142362
1187132,AVAILABLE,Kids Room,Books,184,70,JF O'D,1046834
1187139,AVAILABLE,Kids Room,Books,43,12,J 970.3 Dia,1092305
1190294,AVAILABLE,Teen Room,Y Fiction,118,39,YF Sto,1089272
1190626,AVAILABLE,Kids Room,Books,155,68,J 600 Mac,1145159
1192064,AVAILABLE,Kids Room,Books,135,43,J 598 Wei,1143791
1193658,AVAILABLE,Kids Room,Books,155,47,JM Dix,1013717
1194364,AVAILABLE,Adult Collection,Books,95,26,975.6565 Vick,1005753
1199224,AVAILABLE,Adult Collection,Books,29,7,391 Har,1151184
1199910,AVAILABLE,Kids Room,Books,102,44,J 582.16 Cas,1151517
1205445,AVAILABLE,Kids Room,Books,211,85,JSF Pull,1117451
1205447,BILLED,Kids Room,Books,200,78,JSF Pull,1117451
1206118,AVAILABLE,Kids Room,Easter,39,8,J 745.594 Ros,1139520
1206119,AVAILABLE,Kids Room,Easter,46,4,J 745.594 Ros,1139520
1206120,AVAILABLE,Kids Room,Christmas items,30,14,J 745.59 Ros,1115945
1206121,AVAILABLE,Kids Room,Christmas items,36,8,J 745.59 Ros,1115945
1206473,AVAILABLE,Adult Collection,Books,42,14,912.756 Nor,1159024
1207683,REFERENCE,Kids Room,Non-circulating,0,0,R J 973.0496 You,1160521
1208552,AVAILABLE,Kids Room,Books,59,9,PIC Zie,1160036
1210815,AVAILABLE,Adult Collection,Books,18,8,651.8 Jad,1162437
1212304,AVAILABLE,Kids Room,Books,66,11,PIC Kel,1051791
1212405,AVAILABLE,Kids Room,Books,179,56,JSF Pull,1130700
1212900,AVAILABLE,Adult Collection,Books,16,7,651.3741 Web,1163780
1213037,AVAILABLE,Kids Room,Valentine's Day,33,5,PIC Bon,1032827
1213977,AVAILABLE,Kids Room,Books,97,42,JF Nort,1164125
1214050,AVAILABLE,Kids Room,Books,117,40,J 912 Rea,1165208
1214265,AVAILABLE,Kids Room,Books,56,6,PIC Zol,1164183
1220501,AVAILABLE,Adult Collection,Books,3,5,820.9941 Oxf,1124163
1222386,AVAILABLE,Kids Room,Books,56,16,JSF Far (paper),1110248
1222387,AVAILABLE,Kids Room,Books,24,7,JSF Far (paper),1110248
1222388,AVAILABLE,Kids Room,Books,49,15,JSF Far (paper),1110248
1222389,AVAILABLE,Kids Room,Books,21,7,JSF Far (paper),1110248
1223552,AVAILABLE,Adult Collection,Adult Fiction,75,13,MYS Beat (paper),1172686
1223925,AVAILABLE,Kids Room,Books,56,12,PIC Zie,1171717
1223941,AVAILABLE,Kids Room,Books,94,46,J 912 Dorl,1171688
1224270,AVAILABLE,Kids Room,Books,40,5,PIC Barbour (paper),1029573
1225410,AVAILABLE,Kids Room,Books,35,19,J 808 Hen,1174277
1226670,STORYTIME USE,Kids Room,not in use,0,0,CS JCASS,1083849
1226699,STORYTIME USE,Kids Room,not in use,0,0,CS JCASS,1175117
1226702,STORYTIME USE,Kids Room,not in use,0,0,CS JCASS,1175118
1226705,STORYTIME USE,Kids Room,not in use,0,0,CS JCASS,1083806
1228868,AVAILABLE,Kids Room,Books,59,22,JF Rob (paper),1020113
1229708,AVAILABLE,Adult Collection,Books,33,25,031.02 How,1044416
1232701,REFERENCE,Kids Room,Non-circulating,0,0,CS Ste,1177157
1233132,AVAILABLE,Kids Room,Halloween,31,7,ER Pra (paper),1013360
1233135,AVAILABLE,Kids Room,Thanksgiving,26,13,J 394.2 Gib (paper),1050005
1233865,AVAILABLE,Teen Room,Y Fiction,30,7,YF Lee (paper),1086292
1235436,AVAILABLE,Adult Collection,Books,29,12,574.9094 Gos,1041820
1235752,AVAILABLE,Kids Room,Books,101,51,J 975.6 Sat,1180990
1236589,AVAILABLE,Kids Room,Books,27,10,JF O'H,1182883
1236693,AVAILABLE,Kids Room,Books,67,21,JF Sach,1181710
1237559,AVAILABLE,Kids Room,Books,19,6,EJF Gree (paper),1116863
1237560,ASK STAFF,Kids Room,Books,8,1,EJF Gree (paper),1116863
1237787,STORYTIME USE,Kids Room,CHC CD music,0,0,CS 8 Tod,1182925
1241189,AVAILABLE,Kids Room,Books,46,16,JF Bos (paper),1185091
1241190,AVAILABLE,Kids Room,Books,44,12,JF Bos (paper),1185089
1241234,AVAILABLE,Kids Room,Books,41,6,JF Bos (paper),1185090
1242108,AVAILABLE,Kids Room,Books,77,22,JF Bos (paper),1185087
1245851,AVAILABLE,Adult Collection,Books,10,2,394.2663 Cru,1189390
1247158,AVAILABLE,Kids Room,Books,78,22,JF Wil,1189035
1248598,AVAILABLE,Kids Room,Books,135,41,PIC Walton,1191406
1249311,ASK STAFF,Kids Room,Books,22,3,JSF Sci (paper),1112469
1249345,AVAILABLE,Adult Collection,Books,21,12,808.02 Lam,1142464
1249568,AVAILABLE,Kids Room,Books,36,7,J 745.594 Ros,1192718
1250631,AVAILABLE,Adult Collection,Books,35,9,641.874 Mr,1166797
1251171,AVAILABLE,Kids Room,Books,125,63,JF Tay,1047609
1252581,AVAILABLE,Kids Room,Books,52,10,ER Fost (paper),1098542
1252706,AVAILABLE,Kids Room,Books,118,47,J 917.56 Sch,1195330
1252707,AVAILABLE,Kids Room,Books,111,50,J 917.56 Sch,1195330
1253253,ASK STAFF,Kids Room,Books,5,0,JM Gif (paper),1146877
1253254,ASK STAFF,Kids Room,Books,5,0,JM Gif (paper),1146877
1253255,ASK STAFF,Kids Room,Books,4,0,JM Gif (paper),1146877
1253262,AVAILABLE,Kids Room,Books,23,15,JSF Dua (paper),1013826
1253263,AVAILABLE,Kids Room,Books,30,21,JSF Dua (paper),1013826
1253264,AVAILABLE,Kids Room,Books,32,12,JSF Dua (paper),1013826
1253269,AVAILABLE,Kids Room,Books,15,6,JF Nor (paper),1049262
1253270,ASK STAFF,Kids Room,Books,8,2,JF Nor (paper),1049262
1253272,AVAILABLE,Kids Room,Books,32,8,JF Nor (paper),1049262
1253273,ASK STAFF,Kids Room,Books,28,5,JF Nor (paper),1049262
1253275,AVAILABLE,Kids Room,Books,52,17,JF Cre (paper),1174253
1253277,AVAILABLE,Kids Room,Books,28,7,JF Cre (paper),1174253
1253281,AVAILABLE,Kids Room,Books,52,18,JF Cre (paper),1174253
1253282,AVAILABLE,Kids Room,Books,26,11,JF Cre (paper),1174253
1253283,AVAILABLE,Kids Room,Books,38,9,JF Cre (paper),1174253
1253285,AVAILABLE,Kids Room,Books,62,18,EJF Gann (paper),1017599
1253286,AVAILABLE,Kids Room,Books,64,35,EJF Gann (paper),1017599
1253287,LOST & PAID,Kids Room,Books,55,25,EJF Gann (paper),1017599
1253289,AVAILABLE,Kids Room,Books,63,34,EJF Gann (paper),1017599
1253300,ASK STAFF,Kids Room,Books,5,2,JSF Ale (paper),1147754
1253302,AVAILABLE,Kids Room,Books,6,2,JSF Ale (paper),1147754
1253303,AVAILABLE,Kids Room,Books,8,2,JSF Ale (paper),1147754
1253304,AVAILABLE,Kids Room,Books,6,2,JSF Ale (paper),1147754
1253313,ASK STAFF,Kids Room,Books,13,4,JF Yol (paper),1052077
1253314,ASK STAFF,Kids Room,Books,7,2,JF Yol (paper),1052077
1253315,ASK STAFF,Kids Room,Books,17,2,JF Yol (paper),1052077
1253321,AVAILABLE,Kids Room,Books,48,25,JF Fitz (paper),1014239
1253325,ASK STAFF,Kids Room,Books,8,0,JF Bon (paper),1013705
1253328,ASK STAFF,Kids Room,Books,9,0,JB De Paola (paper),1149776
1253329,ASK STAFF,Kids Room,Books,6,1,JB De Paola (paper),1149776
1253330,ASK STAFF,Kids Room,Books,3,0,JB De Paola (paper),1149776
1253331,AVAILABLE,Kids Room,Books,25,5,JF Kli (paper),1140257
1253332,ASK STAFF,Kids Room,Books,7,4,JF Kli (paper),1140257
1253333,AVAILABLE,Kids Room,Books,23,8,JF Kli (paper),1140257
1253340,AVAILABLE,Kids Room,Books,25,7,JF Why (paper),1154980
1253348,ASK STAFF,Kids Room,Books,5,0,JF Bla (paper),1140249
1253349,ASK STAFF,Kids Room,Books,6,0,JF Bla (paper),1140249
1253350,ASK STAFF,Kids Room,Books,3,0,JF Bla (paper),1140249
1253352,ASK STAFF,Kids Room,Books,5,1,JF Mor (paper),1142669
1253353,ASK STAFF,Kids Room,Books,2,1,JF Mor (paper),1142669
1253993,AVAILABLE,Kids Room,Books,80,31,JSF Wre (paper),1086205
1253994,AVAILABLE,Kids Room,Battle of the books,78,31,JSF Wre (paper),1086205
1253996,AVAILABLE,Kids Room,Books,62,23,JSF Wre (paper),1086205
1253997,AVAILABLE,Kids Room,Books,65,24,JSF Wre (paper),1086205
1255454,AVAILABLE,Teen Room,Y Fiction,38,10,YF Sta (paper),1127023
1255751,AVAILABLE,Kids Room,Books,71,26,JF Ste (paper),1046788
1255904,AVAILABLE,Kids Room,Books,48,13,JF Pott,1196951
1256511,AVAILABLE,Kids Room,Books,12,10,J 016.9747 Mar,1192625
1259467,AVAILABLE,Kids Room,Books,130,44,PIC Woo,1199156
1262249,AVAILABLE,Adult Collection,Adult CD Audiobook,169,44,CD FIC Atwo,1203289
1262947,AVAILABLE,Adult Collection,Books,26,8,423 Mer,1197659
1263703,AVAILABLE,Kids Room,Books,152,40,PIC Brun,1199948
1264178,AVAILABLE,Adult Collection,Books,82,25,917.56 Ban,1118483
1264226,AVAILABLE,Adult Collection,Books,36,17,220.5204 Bib,1203192
1265448,AVAILABLE,Kids Room,Books,74,24,J 938 Powe,1196400
1266148,AVAILABLE,Kids Room,Books,71,32,J 937 Corb,1196401
1266846,REFERENCE,Kids Room,Non-circulating,0,0,R J 398.8 Opi,1191418
1267051,ASK STAFF,Kids Room,Books,6,1,JF Alm (paper),1147111
1267052,ASK STAFF,Kids Room,Books,6,2,JF Alm (paper),1147111
1267053,AVAILABLE,Kids Room,Books,4,2,JF Alm (paper),1147111
1267456,ASK STAFF,Kids Room,Books,12,2,JF Hil (paper),1162282
1267457,ASK STAFF,Kids Room,Books,9,2,JF Hil (paper),1162282
1267480,ASK STAFF,Kids Room,Books,5,1,JF Lub (paper),1155286
1267482,AVAILABLE,Kids Room,Books,10,3,JF Lub (paper),1155286
1267484,ASK STAFF,Kids Room,Books,11,5,JSF Yol (paper),1075462
1267485,ASK STAFF,Kids Room,Books,14,2,JSF Yol (paper),1075462
1267486,AVAILABLE,Kids Room,Books,29,12,JSF Yol (paper),1075462
1267487,AVAILABLE,Kids Room,Books,19,16,JSF Yol (paper),1075462
1267489,AVAILABLE,Kids Room,Books,14,6,JSF Yol (paper),1075462
1267490,AVAILABLE,Kids Room,Books,14,3,JSF Yol (paper),1075462
1267491,AVAILABLE,Kids Room,Books,13,3,JSF Yol (paper),1075462
1267496,ASK STAFF,Kids Room,Books,12,3,JF Sel (paper),1045887
1267498,IN MENDING,Kids Room,Books,31,25,JF Sel (paper),1045887
1267499,ASK STAFF,Kids Room,Books,20,5,JF Sel (paper),1045887
1267500,ASK STAFF,Kids Room,Books,10,1,JF Sel (paper),1045887
1267510,AVAILABLE,Kids Room,Books,42,15,JM Hal (paper),1159200
1267511,AVAILABLE,Kids Room,Books,45,21,JM Hal (paper),1159200
1267577,AVAILABLE,Kids Room,Books,6,2,JF Hol (paper),1153420
1267582,AVAILABLE,Kids Room,Battle of the books,15,6,EJF John (paper),1147040
1267584,ASK STAFF,Kids Room,Books,13,1,EJF John (paper),1147040
1268960,AVAILABLE,Adult Collection,Books,153,56,741.5973 Schu,1227958
1269786,AVAILABLE,Kids Room,Books,47,23,J 973 Hak,1189498
1270290,AVAILABLE,Teen Room,Y Fiction,155,67,YF Pau,1055599
1270860,AVAILABLE,Kids Room,Books,35,15,J 912 Kin,1208903
1271292,AVAILABLE,Adult Collection,Books,59,18,643.7 Jac,1210401
1272123,ASK STAFF,Kids Room,Books,9,0,JF Kli (paper),1140257
1272124,ASK STAFF,Kids Room,Books,11,2,JF Kli (paper),1140257
1272125,ASK STAFF,Kids Room,Books,8,1,JF Kli (paper),1140257
1272126,ASK STAFF,Kids Room,Books,5,3,JF Kli (paper),1140257
1272127,ASK STAFF,Kids Room,Books,9,4,JF Kli (paper),1140257
1272965,AVAILABLE,Kids Room,Books,134,46,PIC Dunrea,1211806
1273038,WITHDRAWN,Adult Collection,Books,4,3,363.3 Ora,1212952
1273082,ASK STAFF,Kids Room,Books,10,1,JF Mag (paper),1108032
1273083,ASK STAFF,Kids Room,Books,8,2,JF Mag (paper),1108032
1273084,ASK STAFF,Kids Room,Books,8,0,JF Mag (paper),1108032
1273086,ASK STAFF,Kids Room,Books,9,2,JF Mag (paper),1108032
1273395,AVAILABLE,Adult Collection,Books,8,1,333.91 Cit,1213284
1274681,IN MENDING,Kids Room,Books,66,14,JGN Torr v.1,1213880
1275214,AVAILABLE,Adult Collection,Books,35,10,346.7301 Sit,1214439
1275800,AVAILABLE,Teen Room,Y Non-fiction,57,28,Y 746.432 Fal,1140079
1276086,AVAILABLE,Kids Room,Books,24,3,JF Bos (paper),1185088
1276614,AVAILABLE,Adult Collection,Books,126,37,741.5973 Schu,1227958
1276987,AVAILABLE,Kids Room,Books,13,19,J 028.1624 Odea,1189015
1277458,AVAILABLE,Adult Collection,Books,75,24,917.5604 Ble,1215333
1277954,AVAILABLE,Kids Room,Books,26,23,J 011.62 Silv,1208228
1277980,AVAILABLE,Kids Room,Books,55,23,JF Nor (paper),1049262
1277982,AVAILABLE,Kids Room,Books,41,33,JF Nor (paper),1049262
1278556,AVAILABLE,Kids Room,Books,47,10,JF Le (paper),1018255
1278640,AVAILABLE,Kids Room,Books,81,34,J 917.56 Kum,1216608
1278641,AVAILABLE,Kids Room,Books,77,30,J 917.56 Kum,1216608
1279756,AVAILABLE,Kids Room,Books,74,15,EJF Klin (paper),1017861
1280191,AVAILABLE,Adult Collection,Books,9,2,398 Fox,1217719
1280193,AVAILABLE,Adult Collection,Books,13,6,398 Fox,1217720
1280306,AVAILABLE,Kids Room,Books,104,19,PIC Wellingt,1217355
1280392,AVAILABLE,Adult Collection,Books,9,2,423.1 Rog,1217718
1280409,AVAILABLE,Kids Room,Books,17,7,JF Mer (paper),1108855
1281195,AVAILABLE,Teen Room,Y Fiction,24,4,YF Sta (paper),1094111
1281198,AVAILABLE,Kids Room,Books,6,2,JF Mah (paper),1115636
1282560,AVAILABLE,Kids Room,Books,4,1,JF San (paper),1142303
1282567,AVAILABLE,Kids Room,Books,14,10,JSF Tur (paper),1126049
1282569,ASK STAFF,Kids Room,Books,8,6,JSF Tur (paper),1126049
1282570,ASK STAFF,Kids Room,Books,6,4,JSF Tur (paper),1126049
1282571,ASK STAFF,Kids Room,Books,5,5,JSF Tur (paper),1126049
1282572,ASK STAFF,Kids Room,Books,34,9,JSF Tur (paper),1126049
1282603,AVAILABLE,Kids Room,Books,14,6,JSF Far (paper),1110248
1282605,AVAILABLE,Kids Room,Books,15,7,JSF Far (paper),1110248
1282645,ASK STAFF,Kids Room,Books,8,0,EJF Gree (paper),1116863
1283091,AVAILABLE,Kids Room,Books,105,59,JF O'D,1046834
1283092,AVAILABLE,Kids Room,Books,106,53,JF O'D,1046834
1283701,AVAILABLE,Kids Room,Books,31,14,JM Bal (paper),1209004
1284043,AVAILABLE,Kids Room,Books,74,38,JF O'D,1046834
1284044,AVAILABLE,Kids Room,Books,86,37,JF O'D,1046834
1285369,AVAILABLE,Kids Room,Books,16,6,JF Wec (paper),1049843
1288150,AVAILABLE,Adult Collection,Books,91,40,917.5604 Der,1224331
1288151,AVAILABLE,Adult Collection,Books,84,49,917.5604 Der,1224331
1288601,ASK STAFF,Kids Room,Books,5,2,JF Hor (paper),1168950
1288602,ASK STAFF,Kids Room,Books,4,2,JF Hor (paper),1168950
1288603,ASK STAFF,Kids Room,Books,9,5,JF Hor (paper),1168950
1288604,ASK STAFF,Kids Room,Books,7,1,JF Hor (paper),1168950
1288605,ASK STAFF,Kids Room,Books,8,1,JF Hor (paper),1168950
1288609,AVAILABLE,Kids Room,Books,64,20,JF Smi (paper),1205380
1289116,AVAILABLE,Kids Room,Books,72,29,JF Cli (paper),1017365
1289367,AVAILABLE,Kids Room,Books,85,15,EJF Klin (paper),1193675
1289572,AVAILABLE,Adult Collection,Books,46,15,650.142 Ada,1224946
1290034,AVAILABLE,Kids Room,Books,58,17,PIC Williams,1226540
1290542,AVAILABLE,Kids Room,Books,174,29,JF McDo,1226623
1291464,AVAILABLE,Kids Room,Books,61,45,J 975.602 Doh,1227857
1291635,AVAILABLE,Kids Room,Battle of the books,14,7,JSF Yol (paper),1075462
1291859,AVAILABLE,Adult Collection,Books,134,53,741.5973 Schu,1227958
1292216,AVAILABLE,Kids Room,Books,59,15,ER Hopk,1227322
1292372,WITHDRAWN,Adult Collection,Books,25,16,349.73 Nol,1227956
1292809,ASK STAFF,Kids Room,Books,14,3,JF Why (paper),1154980
1292816,ASK STAFF,Kids Room,Books,8,1,JF Hil (paper),1162282
1292833,AVAILABLE,Kids Room,Books,46,22,JF Bon (paper),1013705
1292834,ASK STAFF,Kids Room,Books,9,5,JF Bon (paper),1013705
1292835,AVAILABLE,Kids Room,Books,29,13,JF Bon (paper),1013705
1292836,ASK STAFF,Kids Room,Books,24,5,JF Bon (paper),1013705
1294088,AVAILABLE,Kids Room,Books,76,45,J 510 Zem,1229004
1294091,AVAILABLE,Kids Room,Books,41,21,J 973 Zem,1229003
1294094,AVAILABLE,Kids Room,Books,21,19,J 500 Zema,1229007
1294097,AVAILABLE,Kids Room,Books,39,26,J 909 Zem,1229008
1294099,AVAILABLE,Kids Room,Books,25,23,J 372.6 Zem,1229005
1294101,AVAILABLE,Kids Room,Books,32,18,J 910 Zem,1229006
1294292,AVAILABLE,Kids Room,Books,31,13,J 398.2 Whe,1038084
1294870,ASK STAFF,Kids Room,Books,4,1,JM Jon (paper),1204990
1294871,AVAILABLE,Kids Room,Books,25,13,JM Jon (paper),1204990
1294872,ASK STAFF,Kids Room,Books,3,1,JM Jon (paper),1204990
1294873,ASK STAFF,Kids Room,Books,3,2,JM Jon (paper),1204990
1294874,ASK STAFF,Kids Room,Books,20,4,JM Jon (paper),1204990
1294876,ASK STAFF,Kids Room,Books,5,2,JM Jon (paper),1204990
1294877,ASK STAFF,Kids Room,Books,3,0,JM Jon (paper),1204990
1294878,ASK STAFF,Kids Room,Books,8,1,JM Jon (paper),1204990
1294879,ASK STAFF,Kids Room,Books,12,5,JM Jon (paper),1204990
1296358,AVAILABLE,Kids Room,Books,26,4,J 910.4 Ran,1003609
1296397,AVAILABLE,Kids Room,Books,127,30,ER Tay,1232865
